fips,State,Year,Male_le,Female_le,a,b,c,d,e,f
42000,PENNSYLVANIA,1992,72.4,78.9,73.3,79.7,63.5,72.5,4.6,3.0
42000,PENNSYLVANIA,1993,72.3,79.0,73.3,79.6,62.4,73.1,4.6,3.0
42000,PENNSYLVANIA,1994,72.5,79.0,73.5,79.6,63.1,73.4,4.6,3.0
42000,PENNSYLVANIA,1995,72.8,79.2,73.7,79.8,63.6,74.1,4.6,3.0
42000,PENNSYLVANIA,1996,72.9,79.3,73.8,79.8,64.2,74.1,4.6,3.0
42000,PENNSYLVANIA,1997,73.4,79.3,74.2,79.9,65.2,74.3,4.6,3.0
42000,PENNSYLVANIA,1998,73.9,79.7,74.6,80.2,66.4,75.1,4.6,3.0
42000,PENNSYLVANIA,1999,73.9,79.4,74.6,79.9,66.0,74.3,4.6,3.0
42000,PENNSYLVANIA,2000,74.0,79.6,74.7,80.1,66.1,74.6,4.6,3.0
42000,PENNSYLVANIA,2001,74.2,79.6,74.9,80.1,66.6,74.8,4.6,3.0
42000,PENNSYLVANIA,2002,74.2,79.7,74.8,80.2,67.0,74.8,4.6,3.0
42000,PENNSYLVANIA,2003,74.3,79.9,75.0,80.3,66.5,75.1,4.6,3.0
42000,PENNSYLVANIA,2004,74.6,80.1,75.3,80.5,67.5,75.5,4.6,3.0
42000,PENNSYLVANIA,2005,74.5,80.0,75.2,80.4,66.5,75.5,4.6,3.0
42000,PENNSYLVANIA,2006,74.7,80.5,75.4,80.9,66.9,76.1,4.6,3.0
42000,PENNSYLVANIA,2007,75.1,80.6,75.8,81.0,67.6,76.1,4.6,3.0
42000,PENNSYLVANIA,2008,75.3,80.7,75.9,81.1,68.5,76.5,4.6,3.0
42000,PENNSYLVANIA,2009,75.7,81.0,76.3,81.4,69.0,76.5,4.6,3.0
44000,RHODE ISLAND,1987,72.2,79.0,72.4,79.1,66.0,74.1,4.8,3.3
44000,RHODE ISLAND,1988,72.5,79.6,72.8,79.8,64.6,73.6,4.8,3.3
44000,RHODE ISLAND,1989,72.4,79.6,72.7,79.7,63.7,75.7,4.8,3.3
44000,RHODE ISLAND,1990,73.0,79.5,73.2,79.7,65.0,71.8,4.8,3.3
44000,RHODE ISLAND,1991,73.5,80.2,73.9,80.4,64.4,73.6,4.8,3.3
44000,RHODE ISLAND,1992,73.6,80.1,73.9,80.2,69.9,77.3,4.8,3.3
44000,RHODE ISLAND,1993,73.4,79.8,73.6,80.0,66.9,74.6,4.8,3.3
44000,RHODE ISLAND,1994,74.2,80.7,74.5,81.0,68.4,75.7,4.8,3.3
44000,RHODE ISLAND,1995,74.0,80.5,74.2,80.7,67.9,74.7,4.8,3.3
44000,RHODE ISLAND,1996,75.0,80.9,75.1,81.1,72.5,75.2,4.8,3.3
44000,RHODE ISLAND,1997,74.7,80.7,74.9,80.8,69.6,75.9,4.8,3.3
44000,RHODE ISLAND,1998,74.9,81.2,75.0,81.3,71.8,77.1,4.8,3.3
44000,RHODE ISLAND,1999,75.5,80.8,75.7,81.0,70.6,77.1,4.8,3.3
44000,RHODE ISLAND,2000,75.6,80.6,75.8,80.7,71.2,75.8,4.8,3.3
44000,RHODE ISLAND,2001,75.5,80.4,75.5,80.4,72.8,79.9,4.8,3.3
44000,RHODE ISLAND,2002,75.2,80.9,75.3,80.8,73.0,80.7,4.8,3.3
44000,RHODE ISLAND,2003,75.5,80.5,75.6,80.5,72.1,78.1,4.8,3.3
44000,RHODE ISLAND,2004,76.0,81.5,76.1,81.5,72.8,81.0,4.8,3.3
44000,RHODE ISLAND,2005,76.2,81.3,76.3,81.3,72.1,79.2,4.8,3.3
44000,RHODE ISLAND,2006,76.4,81.9,76.3,81.9,77.4,80.9,4.8,3.3
44000,RHODE ISLAND,2007,76.6,81.6,76.7,81.5,75.2,79.5,4.8,3.3
44000,RHODE ISLAND,2008,76.4,81.9,76.6,81.9,73.0,85.7,4.8,3.3
44000,RHODE ISLAND,2009,77.0,82.3,77.1,82.3,75.9,80.9,4.8,3.3
45000,SOUTH CAROLINA,1987,69.1,76.7,71.0,78.2,63.9,72.8,4.9,3.5
45000,SOUTH CAROLINA,1988,69.2,76.6,71.2,78.3,63.6,72.4,4.9,3.5
45000,SOUTH CAROLINA,1989,69.2,77.2,71.3,78.9,63.6,72.9,4.9,3.5
45000,SOUTH CAROLINA,1990,69.7,77.2,71.8,78.7,63.9,73.4,4.9,3.5
45000,SOUTH CAROLINA,1991,69.9,77.4,71.8,79.1,64.6,73.2,4.9,3.5
45000,SOUTH CAROLINA,1992,70.1,77.8,72.2,79.4,64.7,73.9,4.9,3.5
45000,SOUTH CAROLINA,1993,70.1,77.7,72.3,79.3,64.4,73.7,4.9,3.5
45000,SOUTH CAROLINA,1994,70.5,77.7,72.6,79.3,65.2,73.8,4.9,3.5
45000,SOUTH CAROLINA,1995,70.5,77.8,72.3,79.3,65.7,74.0,4.9,3.5
45000,SOUTH CAROLINA,1996,70.8,77.7,72.9,79.3,65.3,73.7,4.9,3.5
45000,SOUTH CAROLINA,1997,71.3,78.3,73.3,79.9,66.1,74.4,4.9,3.5
45000,SOUTH CAROLINA,1998,71.6,78.0,73.5,79.5,66.5,74.2,4.9,3.5
45000,SOUTH CAROLINA,1999,71.6,77.9,73.4,79.2,66.6,74.7,4.9,3.5
45000,SOUTH CAROLINA,2000,71.6,78.0,73.2,79.3,67.0,74.7,4.9,3.5
45000,SOUTH CAROLINA,2001,71.9,78.3,73.6,79.5,66.9,75.1,4.9,3.5
45000,SOUTH CAROLINA,2002,72.0,78.4,73.6,79.7,67.5,75.1,4.9,3.5
45000,SOUTH CAROLINA,2003,72.3,78.4,73.8,79.5,67.7,75.4,4.9,3.5
45000,SOUTH CAROLINA,2004,72.8,78.7,74.2,80.0,68.4,75.4,4.9,3.5
45000,SOUTH CAROLINA,2005,72.6,78.8,74.0,79.8,68.3,76.0,4.9,3.5
45000,SOUTH CAROLINA,2006,72.8,78.9,74.4,80.0,68.1,76.1,4.9,3.5
45000,SOUTH CAROLINA,2007,73.1,79.2,74.6,80.2,68.7,76.3,4.9,3.5
45000,SOUTH CAROLINA,2008,73.8,79.6,75.1,80.4,69.7,77.4,4.9,3.5
45000,SOUTH CAROLINA,2009,74.0,80.2,75.2,81.0,70.1,77.7,4.9,3.5
46000,SOUTH DAKOTA,1987,72.7,80.1,73.5,81.1,,,4.1,2.3
46000,SOUTH DAKOTA,1988,72.9,80.6,73.9,81.2,,,4.1,2.3
46000,SOUTH DAKOTA,1989,73.1,80.8,74.2,81.8,,,4.1,2.3
46000,SOUTH DAKOTA,1990,73.3,81.4,74.7,82.2,,,4.1,2.3
46000,SOUTH DAKOTA,1991,73.1,81.3,74.1,82.0,,,4.1,2.3
46000,SOUTH DAKOTA,1992,73.6,80.2,74.8,81.1,,,4.1,2.3
46000,SOUTH DAKOTA,1993,73.1,80.8,74.1,81.9,,,4.1,2.3
46000,SOUTH DAKOTA,1994,73.6,81.2,74.8,82.0,,,4.1,2.3
46000,SOUTH DAKOTA,1995,74.0,80.4,75.1,81.3,,,4.1,2.3
46000,SOUTH DAKOTA,1996,74.0,81.1,74.9,81.8,,,4.1,2.3
46000,SOUTH DAKOTA,1997,74.3,81.3,75.5,82.1,,,4.1,2.3
46000,SOUTH DAKOTA,1998,74.5,80.4,75.7,81.2,,,4.1,2.3
46000,SOUTH DAKOTA,1999,74.7,80.6,75.7,81.4,,,4.1,2.3
46000,SOUTH DAKOTA,2000,75.1,81.2,76.3,82.0,,,4.1,2.3
46000,SOUTH DAKOTA,2001,74.8,81.5,75.8,82.3,,,4.1,2.3
46000,SOUTH DAKOTA,2002,75.7,81.2,76.8,82.3,,,4.1,2.3
46000,SOUTH DAKOTA,2003,75.1,80.9,76.3,82.0,,,4.1,2.3
46000,SOUTH DAKOTA,2004,76.1,81.4,77.4,82.6,,,4.1,2.3
46000,SOUTH DAKOTA,2005,75.4,81.1,76.6,81.8,,,4.1,2.3
46000,SOUTH DAKOTA,2006,75.9,81.7,77.2,82.6,,,4.1,2.3
46000,SOUTH DAKOTA,2007,76.9,82.2,77.9,83.2,,,4.1,2.3
46000,SOUTH DAKOTA,2008,76.4,81.8,77.4,82.6,,,4.1,2.3
46000,SOUTH DAKOTA,2009,76.8,82.4,77.9,83.3,,,4.1,2.3
47000,TENNESSEE,1987,69.9,77.9,70.8,78.8,63.7,72.8,3.7,1.1
47000,TENNESSEE,1988,70.0,77.8,70.9,78.6,64.4,72.7,3.7,1.1
47000,TENNESSEE,1989,70.3,78.2,71.3,79.1,63.9,73.4,3.7,1.1
47000,TENNESSEE,1990,70.3,78.1,71.3,79.1,63.9,72.7,3.7,1.1
47000,TENNESSEE,1991,70.6,78.3,71.6,79.3,64.5,72.8,3.7,1.1
47000,TENNESSEE,1992,71.0,78.5,72.1,79.4,64.2,73.4,3.7,1.1
47000,TENNESSEE,1993,70.6,78.0,71.7,78.9,63.9,73.1,3.7,1.1
47000,TENNESSEE,1994,70.8,77.8,71.9,78.6,64.7,73.4,3.7,1.1
47000,TENNESSEE,1995,70.7,78.1,71.9,79.0,63.6,73.1,3.7,1.1
47000,TENNESSEE,1996,71.2,78.2,72.3,79.0,64.6,73.6,3.7,1.1
47000,TENNESSEE,1997,71.4,78.2,72.4,79.1,65.3,73.2,3.7,1.1
47000,TENNESSEE,1998,71.6,78.0,72.4,78.7,66.0,73.8,3.7,1.1
47000,TENNESSEE,1999,71.9,78.2,72.8,79.0,66.4,73.6,3.7,1.1
47000,TENNESSEE,2000,71.7,77.9,72.6,78.6,65.9,73.4,3.7,1.1
47000,TENNESSEE,2001,72.1,77.9,73.0,78.7,66.7,73.7,3.7,1.1
47000,TENNESSEE,2002,72.0,77.8,72.8,78.5,66.5,74.0,3.7,1.1
47000,TENNESSEE,2003,72.0,77.9,72.7,78.5,67.1,74.0,3.7,1.1
47000,TENNESSEE,2004,72.4,78.2,73.1,78.7,67.9,75.1,3.7,1.1
47000,TENNESSEE,2005,72.3,78.2,73.1,78.7,67.0,75.1,3.7,1.1
47000,TENNESSEE,2006,72.6,78.4,73.3,79.0,67.4,75.1,3.7,1.1
47000,TENNESSEE,2007,72.9,78.9,73.6,79.4,68.1,75.8,3.7,1.1
47000,TENNESSEE,2008,73.3,78.8,74.0,79.3,69.1,75.8,3.7,1.1
47000,TENNESSEE,2009,73.5,79.1,74.2,79.4,69.0,76.6,3.7,1.1
48000,TEXAS,1987,71.3,78.7,71.9,79.2,66.1,74.0,4.6,2.2
48000,TEXAS,1988,71.2,78.6,71.8,79.2,65.7,73.9,4.6,2.2
48000,TEXAS,1989,71.3,78.7,71.9,79.3,65.0,74.0,4.6,2.2
48000,TEXAS,1990,71.4,78.9,72.1,79.5,65.0,74.0,4.6,2.2
48000,TEXAS,1991,71.6,79.1,72.3,79.7,65.2,74.0,4.6,2.2
48000,TEXAS,1992,71.9,79.2,72.6,79.7,65.2,74.4,4.6,2.2
48000,TEXAS,1993,71.9,79.1,72.6,79.6,65.2,74.2,4.6,2.2
48000,TEXAS,1994,72.1,79.3,72.8,79.8,65.8,75.0,4.6,2.2
48000,TEXAS,1995,72.6,79.3,73.2,79.8,66.7,74.6,4.6,2.2
48000,TEXAS,1996,73.0,79.3,73.5,79.8,67.1,74.8,4.6,2.2
48000,TEXAS,1997,73.3,79.3,73.8,79.7,67.8,75.1,4.6,2.2
48000,TEXAS,1998,73.7,79.5,74.2,79.9,67.9,75.0,4.6,2.2
48000,TEXAS,1999,74.0,79.4,74.4,79.8,68.7,74.9,4.6,2.2
48000,TEXAS,2000,74.1,79.3,74.5,79.7,68.6,74.9,4.6,2.2
48000,TEXAS,2001,74.1,79.4,74.5,79.8,68.7,74.8,4.6,2.2
48000,TEXAS,2002,74.1,79.3,74.5,79.7,68.5,74.7,4.6,2.2
48000,TEXAS,2003,74.4,79.6,74.8,80.0,68.9,75.0,4.6,2.2
48000,TEXAS,2004,74.8,80.1,75.2,80.5,69.2,75.8,4.6,2.2
48000,TEXAS,2005,74.9,80.0,75.3,80.4,69.4,75.5,4.6,2.2
48000,TEXAS,2006,75.4,80.3,75.7,80.6,70.0,76.5,4.6,2.2
48000,TEXAS,2007,75.3,80.4,75.6,80.7,70.5,76.9,4.6,2.2
48000,TEXAS,2008,75.5,80.4,75.6,80.6,71.6,77.3,4.6,2.2
48000,TEXAS,2009,75.9,80.8,76.1,81.1,71.3,77.2,4.6,2.2
49000,UTAH,1987,74.3,79.7,74.4,79.6,,,4.4,2.5
49000,UTAH,1988,74.5,80.0,74.5,80.1,,,4.4,2.5
49000,UTAH,1989,75.0,80.2,75.1,80.4,,,4.4,2.5
49000,UTAH,1990,75.1,81.1,75.1,81.1,,,4.4,2.5
49000,UTAH,1991,75.1,80.8,75.2,80.8,,,4.4,2.5
49000,UTAH,1992,75.7,81.0,75.7,81.0,,,4.4,2.5
49000,UTAH,1993,75.4,80.5,75.5,80.5,,,4.4,2.5
49000,UTAH,1994,75.4,81.1,75.6,81.1,,,4.4,2.5
49000,UTAH,1995,75.8,80.6,75.9,80.6,,,4.4,2.5
49000,UTAH,1996,75.9,81.0,76.0,81.1,,,4.4,2.5
49000,UTAH,1997,76.2,80.8,76.2,80.9,,,4.4,2.5
49000,UTAH,1998,76.2,80.9,76.1,80.9,,,4.4,2.5
49000,UTAH,1999,76.3,80.8,76.4,80.8,,,4.4,2.5
49000,UTAH,2000,76.6,80.7,76.6,80.7,,,4.4,2.5
49000,UTAH,2001,76.7,80.9,76.8,80.9,,,4.4,2.5
49000,UTAH,2002,76.5,80.8,76.5,80.8,,,4.4,2.5
49000,UTAH,2003,76.8,80.8,76.8,80.8,,,4.4,2.5
49000,UTAH,2004,76.9,81.0,76.9,80.9,,,4.4,2.5
49000,UTAH,2005,77.6,81.3,77.7,81.3,,,4.4,2.5
49000,UTAH,2006,77.6,81.4,77.6,81.4,,,4.4,2.5
49000,UTAH,2007,77.5,81.5,77.6,81.4,,,4.4,2.5
49000,UTAH,2008,78.4,82.3,78.5,82.3,,,4.4,2.5
49000,UTAH,2009,78.8,82.2,78.7,82.2,,,4.4,2.5
50000,VERMONT,1987,72.2,78.2,72.1,78.3,,,6.3,4.5
50000,VERMONT,1988,73.0,79.2,73.0,79.2,,,6.3,4.5
50000,VERMONT,1989,72.8,79.6,72.8,79.6,,,6.3,4.5
50000,VERMONT,1990,73.3,80.2,73.3,80.2,,,6.3,4.5
50000,VERMONT,1991,74.0,79.8,74.0,79.8,,,6.3,4.5
50000,VERMONT,1992,73.3,80.1,73.3,80.1,,,6.3,4.5
50000,VERMONT,1993,73.4,79.8,73.4,79.7,,,6.3,4.5
50000,VERMONT,1994,74.5,80.4,74.4,80.4,,,6.3,4.5
50000,VERMONT,1995,73.9,80.2,73.9,80.2,,,6.3,4.5
50000,VERMONT,1996,74.9,80.3,74.9,80.3,,,6.3,4.5
50000,VERMONT,1997,75.2,80.2,75.1,80.2,,,6.3,4.5
50000,VERMONT,1998,75.1,81.3,75.1,81.4,,,6.3,4.5
50000,VERMONT,1999,75.6,80.4,75.5,80.5,,,6.3,4.5
50000,VERMONT,2000,75.9,80.5,75.9,80.4,,,6.3,4.5
50000,VERMONT,2001,76.3,79.9,76.3,79.8,,,6.3,4.5
50000,VERMONT,2002,76.5,81.3,76.5,81.3,,,6.3,4.5
50000,VERMONT,2003,76.9,81.0,76.8,80.9,,,6.3,4.5
50000,VERMONT,2004,77.0,81.8,76.9,81.8,,,6.3,4.5
50000,VERMONT,2005,77.1,81.8,77.1,81.6,,,6.3,4.5
50000,VERMONT,2006,77.3,81.9,77.2,81.9,,,6.3,4.5
50000,VERMONT,2007,77.4,81.6,77.3,81.6,,,6.3,4.5
50000,VERMONT,2008,77.4,82.1,77.4,82.1,,,6.3,4.5
50000,VERMONT,2009,78.4,82.8,78.3,82.8,,,6.3,4.5
51000,VIRGINIA,1987,71.2,78.1,72.4,79.0,65.3,73.5,5.2,3.0
51000,VIRGINIA,1988,71.2,78.3,72.4,79.3,64.9,73.5,5.2,3.0
51000,VIRGINIA,1989,71.7,78.4,73.0,79.5,65.3,73.3,5.2,3.0
51000,VIRGINIA,1990,71.8,78.6,73.1,79.5,65.3,74.4,5.2,3.0
51000,VIRGINIA,1991,71.8,78.7,73.2,79.5,65.2,74.4,5.2,3.0
51000,VIRGINIA,1992,72.3,79.0,73.6,80.0,66.1,74.3,5.2,3.0
51000,VIRGINIA,1993,72.2,78.8,73.5,79.7,65.7,74.5,5.2,3.0
51000,VIRGINIA,1994,72.4,78.8,73.7,79.7,66.2,74.5,5.2,3.0
51000,VIRGINIA,1995,72.8,78.9,74.1,79.9,66.5,74.4,5.2,3.0
51000,VIRGINIA,1996,73.2,79.1,74.4,80.0,66.9,74.8,5.2,3.0
51000,VIRGINIA,1997,73.5,79.3,74.7,80.1,67.5,75.2,5.2,3.0
51000,VIRGINIA,1998,73.9,79.3,74.9,80.2,68.4,75.5,5.2,3.0
51000,VIRGINIA,1999,74.1,79.4,75.2,80.3,68.3,75.5,5.2,3.0
51000,VIRGINIA,2000,74.3,79.3,75.3,80.0,68.9,75.8,5.2,3.0
51000,VIRGINIA,2001,74.6,79.6,75.6,80.3,68.9,75.8,5.2,3.0
51000,VIRGINIA,2002,74.6,79.7,75.5,80.5,69.4,75.9,5.2,3.0
51000,VIRGINIA,2003,74.6,79.8,75.6,80.5,68.8,76.1,5.2,3.0
51000,VIRGINIA,2004,75.3,80.2,76.1,80.9,70.0,76.4,5.2,3.0
51000,VIRGINIA,2005,75.4,80.1,76.3,80.6,69.9,77.0,5.2,3.0
51000,VIRGINIA,2006,75.7,80.6,76.4,81.2,70.9,77.2,5.2,3.0
51000,VIRGINIA,2007,75.8,80.7,76.6,81.3,70.3,77.4,5.2,3.0
51000,VIRGINIA,2008,76.2,80.9,76.8,81.5,72.0,77.7,5.2,3.0
51000,VIRGINIA,2009,76.4,81.1,77.1,81.5,71.6,78.3,5.2,3.0
53000,WASHINGTON,1987,73.1,79.4,73.1,79.5,67.5,74.7,4.7,2.5
53000,WASHINGTON,1988,73.1,79.4,73.2,79.6,67.4,73.2,4.7,2.5
53000,WASHINGTON,1989,73.7,79.6,73.9,79.6,68.1,74.7,4.7,2.5
53000,WASHINGTON,1990,73.7,79.9,73.8,79.9,67.8,76.1,4.7,2.5
53000,WASHINGTON,1991,74.2,80.1,74.3,80.2,68.8,75.3,4.7,2.5
53000,WASHINGTON,1992,74.1,80.3,74.3,80.4,69.6,75.8,4.7,2.5
53000,WASHINGTON,1993,74.0,80.2,74.1,80.3,68.1,75.1,4.7,2.5
53000,WASHINGTON,1994,74.3,80.3,74.4,80.4,66.4,77.7,4.7,2.5
53000,WASHINGTON,1995,74.7,80.3,74.8,80.4,70.0,76.0,4.7,2.5
53000,WASHINGTON,1996,74.7,80.3,74.8,80.3,68.5,76.9,4.7,2.5
53000,WASHINGTON,1997,75.5,80.4,75.6,80.4,70.0,77.2,4.7,2.5
53000,WASHINGTON,1998,75.5,80.5,75.6,80.5,70.5,76.8,4.7,2.5
53000,WASHINGTON,1999,75.7,80.6,75.8,80.6,70.0,76.2,4.7,2.5
53000,WASHINGTON,2000,76.0,80.8,75.9,80.7,72.1,76.7,4.7,2.5
53000,WASHINGTON,2001,76.1,80.5,76.0,80.4,71.9,78.3,4.7,2.5
53000,WASHINGTON,2002,76.1,80.8,76.1,80.8,73.1,77.3,4.7,2.5
53000,WASHINGTON,2003,76.3,80.8,76.3,80.8,71.1,78.1,4.7,2.5
53000,WASHINGTON,2004,76.8,81.2,76.8,81.0,73.9,79.7,4.7,2.5
53000,WASHINGTON,2005,76.8,81.3,76.8,81.2,72.0,77.9,4.7,2.5
53000,WASHINGTON,2006,77.2,81.5,77.3,81.4,72.7,77.5,4.7,2.5
53000,WASHINGTON,2007,77.4,81.5,77.3,81.5,73.1,78.1,4.7,2.5
53000,WASHINGTON,2008,77.4,81.5,77.4,81.5,74.2,78.8,4.7,2.5
53000,WASHINGTON,2009,77.8,81.9,77.7,81.7,76.0,79.5,4.7,2.5
54000,WEST VIRGINIA,1987,70.0,77.7,70.0,77.8,66.3,75.1,2.5,0.4
54000,WEST VIRGINIA,1988,70.4,77.3,70.5,77.5,64.0,71.5,2.5,0.4
54000,WEST VIRGINIA,1989,70.4,77.7,70.5,77.8,65.4,72.9,2.5,0.4
54000,WEST VIRGINIA,1990,70.7,78.4,70.8,78.4,63.1,74.3,2.5,0.4
54000,WEST VIRGINIA,1991,70.6,77.9,70.8,78.0,64.4,73.5,2.5,0.4
54000,WEST VIRGINIA,1992,71.1,77.8,71.2,77.9,63.7,70.9,2.5,0.4
54000,WEST VIRGINIA,1993,71.0,77.7,71.1,77.9,63.9,73.0,2.5,0.4
54000,WEST VIRGINIA,1994,71.6,78.0,71.9,78.2,62.9,73.1,2.5,0.4
54000,WEST VIRGINIA,1995,71.6,78.2,71.8,78.3,64.3,74.8,2.5,0.4
54000,WEST VIRGINIA,1996,71.7,78.1,71.9,78.2,64.9,76.0,2.5,0.4
54000,WEST VIRGINIA,1997,71.8,77.8,71.9,77.8,67.5,75.7,2.5,0.4
54000,WEST VIRGINIA,1998,72.0,77.9,72.1,78.1,66.7,72.7,2.5,0.4
54000,WEST VIRGINIA,1999,72.2,78.0,72.2,78.1,71.5,74.6,2.5,0.4
54000,WEST VIRGINIA,2000,72.3,77.8,72.3,77.8,69.7,74.4,2.5,0.4
54000,WEST VIRGINIA,2001,72.4,77.9,72.4,78.0,67.7,74.3,2.5,0.4
54000,WEST VIRGINIA,2002,71.9,77.9,72.0,77.9,67.6,75.8,2.5,0.4
54000,WEST VIRGINIA,2003,72.1,77.7,72.2,77.7,65.6,75.2,2.5,0.4
54000,WEST VIRGINIA,2004,72.5,77.8,72.4,77.8,73.2,73.9,2.5,0.4
54000,WEST VIRGINIA,2005,72.5,77.8,72.5,77.8,67.7,74.5,2.5,0.4
54000,WEST VIRGINIA,2006,72.3,78.2,72.3,78.3,66.1,73.2,2.5,0.4
54000,WEST VIRGINIA,2007,72.0,77.9,72.1,77.9,67.8,77.5,2.5,0.4
54000,WEST VIRGINIA,2008,72.4,78.0,72.4,78.0,68.5,74.7,2.5,0.4
54000,WEST VIRGINIA,2009,72.5,78.1,72.4,78.2,69.6,74.7,2.5,0.4
55000,WISCONSIN,1987,73.1,79.9,73.4,80.2,65.3,73.0,4.4,2.5
55000,WISCONSIN,1988,73.2,79.8,73.5,80.0,65.8,75.8,4.4,2.5
55000,WISCONSIN,1989,73.6,80.0,73.9,80.2,66.1,75.6,4.4,2.5
55000,WISCONSIN,1990,73.7,80.1,74.1,80.4,64.8,74.2,4.4,2.5
55000,WISCONSIN,1991,73.7,80.4,74.1,80.6,65.4,75.2,4.4,2.5
55000,WISCONSIN,1992,74.4,80.7,74.8,81.0,66.0,75.4,4.4,2.5
55000,WISCONSIN,1993,74.0,80.3,74.4,80.6,66.4,74.4,4.4,2.5
55000,WISCONSIN,1994,74.2,80.3,74.7,80.7,65.6,73.7,4.4,2.5
55000,WISCONSIN,1995,74.5,80.4,74.9,80.7,64.7,74.3,4.4,2.5
55000,WISCONSIN,1996,74.7,80.6,75.1,80.9,66.7,74.9,4.4,2.5
55000,WISCONSIN,1997,75.0,80.8,75.4,81.1,67.5,74.9,4.4,2.5
55000,WISCONSIN,1998,75.0,80.5,75.5,80.8,66.7,75.1,4.4,2.5
55000,WISCONSIN,1999,75.0,80.6,75.4,81.0,67.1,75.3,4.4,2.5
55000,WISCONSIN,2000,75.5,80.7,75.9,81.0,66.6,73.9,4.4,2.5
55000,WISCONSIN,2001,75.5,80.8,75.9,81.1,67.6,76.8,4.4,2.5
55000,WISCONSIN,2002,75.6,80.8,76.1,81.1,67.2,76.4,4.4,2.5
55000,WISCONSIN,2003,76.0,81.3,76.4,81.7,67.7,75.6,4.4,2.5
55000,WISCONSIN,2004,76.3,81.5,76.7,82.0,68.7,73.8,4.4,2.5
55000,WISCONSIN,2005,76.4,81.2,76.9,81.6,67.2,76.0,4.4,2.5
55000,WISCONSIN,2006,76.6,81.4,77.0,81.9,68.2,74.3,4.4,2.5
55000,WISCONSIN,2007,76.7,81.6,77.1,82.1,68.6,75.2,4.4,2.5
55000,WISCONSIN,2008,76.9,81.9,77.3,82.3,69.2,75.6,4.4,2.5
55000,WISCONSIN,2009,77.4,82.4,77.9,82.8,68.9,76.6,4.4,2.5
56000,WYOMING,1987,73.4,79.6,73.6,79.7,,,2.5,1.2
56000,WYOMING,1988,72.5,79.4,72.7,79.6,,,2.5,1.2
56000,WYOMING,1989,73.0,78.9,73.2,79.1,,,2.5,1.2
56000,WYOMING,1990,73.1,79.4,73.2,79.6,,,2.5,1.2
56000,WYOMING,1991,74.1,79.6,74.3,79.8,,,2.5,1.2
56000,WYOMING,1992,73.3,79.7,73.6,79.9,,,2.5,1.2
56000,WYOMING,1993,73.3,79.7,73.6,79.8,,,2.5,1.2
56000,WYOMING,1994,73.7,79.3,73.9,79.5,,,2.5,1.2
56000,WYOMING,1995,73.0,79.8,73.2,80.1,,,2.5,1.2
56000,WYOMING,1996,74.4,79.7,74.5,79.8,,,2.5,1.2
56000,WYOMING,1997,73.9,80.3,74.1,80.5,,,2.5,1.2
56000,WYOMING,1998,74.7,79.3,75.0,79.6,,,2.5,1.2
56000,WYOMING,1999,74.1,79.2,74.4,79.3,,,2.5,1.2
56000,WYOMING,2000,75.1,79.3,75.3,79.5,,,2.5,1.2
56000,WYOMING,2001,74.6,79.6,74.8,79.7,,,2.5,1.2
56000,WYOMING,2002,74.5,79.3,74.6,79.3,,,2.5,1.2
56000,WYOMING,2003,74.5,79.9,74.8,80.2,,,2.5,1.2
56000,WYOMING,2004,75.5,79.8,75.7,80.0,,,2.5,1.2
56000,WYOMING,2005,74.9,79.9,74.8,80.1,,,2.5,1.2
56000,WYOMING,2006,74.8,79.2,75.1,79.6,,,2.5,1.2
56000,WYOMING,2007,74.8,79.9,75.0,80.0,,,2.5,1.2
56000,WYOMING,2008,75.6,80.3,75.8,80.3,,,2.5,1.2
56000,WYOMING,2009,75.9,80.7,76.1,80.9,,,2.5,1.2
